timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,linacc_x,linacc_y,linacc_z,grav_x,grav_y,grav_z,gamerot_w,gamerot_x,gamerot_y,gamerot_z,label
997666,-1.14,-2.36,8.00,0.45,-0.28,-2.24,25.94,9.50,-17.50,0.31,-1.18,-1.60,-1.45,-1.19,9.60,0.97,-0.04,0.09,-0.21,12
997706,-0.41,-1.79,9.19,0.51,-0.09,-2.19,26.12,9.69,-16.75,0.84,-0.77,-0.46,-1.25,-1.02,9.65,0.96,-0.03,0.08,-0.25,12
997746,-2.59,-0.37,10.00,-0.04,0.58,-1.76,25.44,11.12,-16.94,-1.31,0.68,0.36,-1.28,-1.05,9.63,0.95,-0.03,0.08,-0.29,12
997786,-2.90,-0.52,9.65,-0.43,0.08,-1.63,24.38,11.06,-17.44,-1.62,0.69,0.03,-1.28,-1.21,9.62,0.94,-0.04,0.09,-0.32,12
997826,-3.86,-0.98,9.34,0.01,-0.43,-0.68,24.31,12.12,-16.00,-2.71,0.36,-0.28,-1.14,-1.34,9.62,0.93,-0.04,0.08,-0.34,12
997866,-3.13,-0.68,9.65,0.14,-0.23,-0.90,22.81,12.25,-14.81,-2.19,0.65,0.01,-0.94,-1.33,9.64,0.93,-0.05,0.07,-0.36,12
997906,-2.09,-0.48,10.22,0.30,-0.31,-0.42,24.00,12.06,-15.31,-1.23,0.78,0.57,-0.87,-1.27,9.65,0.93,-0.04,0.07,-0.37,12
997946,-1.06,-0.83,9.11,-0.11,-0.68,-0.47,21.56,11.94,-16.38,-0.41,0.39,-0.56,-0.65,-1.22,9.67,0.92,-0.05,0.06,-0.38,12
997986,0.24,-1.21,9.84,0.23,-0.04,-0.46,22.25,13.12,-16.00,0.73,-0.02,0.15,-0.48,-1.19,9.69,0.92,-0.05,0.05,-0.38,12
998026,0.39,-1.44,9.99,0.23,0.22,-0.28,22.62,12.31,-15.88,0.92,-0.32,0.30,-0.52,-1.12,9.70,0.92,-0.04,0.05,-0.39,12
998066,-0.18,-1.37,9.72,0.15,0.29,-0.37,21.50,11.94,-16.69,0.42,-0.32,0.02,-0.60,-1.05,9.70,0.92,-0.04,0.05,-0.40,12
998106,-1.06,-1.29,9.57,-0.02,0.37,-0.03,20.81,12.81,-18.69,-0.33,-0.26,-0.12,-0.73,-1.03,9.70,0.91,-0.03,0.06,-0.40,12
998146,-1.56,-1.29,9.49,0.02,0.15,0.07,22.88,12.38,-16.94,-0.70,-0.24,-0.18,-0.86,-1.05,9.68,0.91,-0.03,0.06,-0.40,12
