timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,linacc_x,linacc_y,linacc_z,grav_x,grav_y,grav_z,gamerot_w,gamerot_x,gamerot_y,gamerot_z,label
1372343,-3.85,-3.59,8.14,-0.11,-0.06,0.02,32.75,2.31,-22.06,-0.23,-0.20,-0.13,-3.62,-3.38,8.27,0.57,-0.26,-0.03,0.78,12
1372383,-3.66,-3.86,8.30,0.03,0.01,-0.06,33.69,3.06,-22.38,-0.05,-0.46,0.02,-3.61,-3.39,8.27,0.57,-0.26,-0.03,0.78,12
1372423,-3.54,-3.28,8.30,0.07,-0.05,-0.13,32.81,2.31,-21.69,0.04,0.11,0.01,-3.58,-3.39,8.29,0.57,-0.26,-0.03,0.78,12
1372463,-3.47,-3.51,8.26,-0.01,-0.08,-0.03,32.88,2.94,-21.75,0.08,0.19,0.15,-3.55,-3.39,8.30,0.57,-0.26,-0.03,0.78,12
1372503,-3.32,-3.66,8.04,0.05,0.01,0.09,33.12,2.69,-22.81,0.24,-0.29,-0.27,-3.55,-3.38,8.30,0.57,-0.26,-0.03,0.78,12
1372543,-3.62,-3.43,8.26,0.12,0.13,0.06,33.50,1.81,-22.69,-0.02,-0.11,-0.04,-3.60,-3.33,8.30,0.57,-0.26,-0.03,0.78,12
1372583,-3.93,-3.09,8.41,0.03,-0.09,0.02,34.12,2.75,-22.25,-0.32,0.22,0.10,-3.60,-3.31,8.31,0.57,-0.26,-0.03,0.78,12
1372624,-3.35,-3.55,8.46,-0.11,-0.03,0.11,34.75,2.12,-20.38,0.16,0.25,-0.09,-3.59,-3.34,8.31,0.57,-0.26,-0.03,0.78,12
1372664,-3.66,-3.32,8.22,-0.02,0.11,0.03,34.38,3.31,-21.19,-0.04,0.02,-0.07,-3.62,-3.34,8.29,0.57,-0.26,-0.03,0.78,12
1372704,-3.77,-3.24,8.34,-0.04,-0.06,-0.03,35.62,3.44,-21.75,-0.16,0.11,0.05,-3.62,-3.35,8.29,0.57,-0.26,-0.03,0.78,12
1372744,-3.62,-3.28,8.38,-0.10,-0.06,-0.04,33.25,2.38,-22.00,-0.03,0.09,0.09,-3.59,-3.38,8.29,0.57,-0.26,-0.03,0.78,12
1372784,-3.39,-3.70,8.22,-0.08,-0.13,-0.02,32.44,2.56,-21.38,-0.19,-0.05,-0.22,-3.55,-3.42,8.29,0.57,-0.26,-0.03,0.78,12
1372824,-3.51,-3.51,8.42,0.01,-0.01,-0.03,36.12,2.56,-20.94,0.02,-0.08,0.12,-3.52,-3.43,8.30,0.57,-0.26,-0.04,0.78,12
1372864,-3.35,-3.39,8.41,-0.01,-0.09,0.02,34.94,1.94,-21.75,0.16,0.03,0.11,-3.52,-3.42,8.30,0.57,-0.26,-0.04,0.78,12
1372904,-3.28,-3.55,8.34,0.01,0.09,0.03,32.94,4.44,-22.56,0.25,-0.13,0.04,-3.53,-3.41,8.30,0.57,-0.26,-0.04,0.78,12
1372944,-3.54,-3.39,8.30,0.02,-0.07,-0.03,34.31,2.75,-21.12,-0.24,0.01,-0.16,-3.53,-3.41,8.30,0.57,-0.26,-0.03,0.78,12
1372984,-3.35,-3.43,8.41,0.00,-0.04,0.00,34.81,3.38,-21.12,0.16,-0.03,0.10,-3.51,-3.41,8.31,0.57,-0.26,-0.04,0.78,12
1373024,-3.51,-3.36,8.38,0.00,0.04,0.01,31.50,2.25,-21.88,0.01,0.05,0.06,-3.52,-3.41,8.31,0.57,-0.26,-0.04,0.78,12
1373064,-3.47,-3.43,8.26,-0.01,-0.05,-0.01,33.31,3.31,-22.06,0.04,-0.03,-0.05,-3.51,-3.41,8.31,0.57,-0.26,-0.04,0.78,12
1373104,-3.62,-3.39,8.30,0.00,0.04,-0.02,33.50,2.94,-20.94,0.04,0.01,-0.02,-3.51,-3.41,8.31,0.57,-0.26,-0.04,0.78,12
1373144,-3.28,-3.24,8.41,-0.14,-0.13,0.01,34.50,3.00,-20.44,0.20,0.20,0.10,-3.48,-3.44,8.31,0.57,-0.26,-0.04,0.78,12
1373184,-3.32,-3.43,8.38,-0.10,-0.04,0.02,33.25,3.56,-22.81,0.15,0.04,0.07,-3.47,-3.47,8.30,0.57,-0.26,-0.04,0.78,12
1373224,-3.77,-3.47,8.07,-0.11,-0.06,-0.05,33.88,3.31,-21.62,-0.32,0.04,-0.22,-3.45,-3.51,8.29,0.57,-0.26,-0.04,0.78,12
1373265,-3.12,-3.55,8.64,-0.11,-0.23,-0.12,32.62,4.06,-21.44,-0.48,-0.14,-0.12,-3.38,-3.56,8.30,0.57,-0.26,-0.05,0.78,12
1373304,-3.24,-3.51,8.34,-0.14,-0.12,-0.13,32.25,4.94,-21.50,0.07,0.11,0.03,-3.31,-3.62,8.30,0.57,-0.26,-0.05,0.78,12
1373345,-3.81,-3.43,8.45,-0.35,-0.13,-0.29,33.06,4.38,-21.81,-0.57,0.31,0.18,-3.24,-3.74,8.27,0.57,-0.26,-0.06,0.78,12
1373384,-4.04,-3.70,8.18,-0.44,-0.63,-0.36,32.00,5.00,-23.06,-1.01,0.23,-0.08,-3.03,-3.93,8.27,0.57,-0.26,-0.07,0.77,12
1373425,-1.63,-4.35,8.80,-0.42,-0.91,-0.37,29.19,4.94,-21.56,-0.58,-0.18,-0.15,-2.70,-4.10,8.30,0.58,-0.25,-0.09,0.77,12
1373464,-2.09,-5.16,9.22,-0.51,-0.12,-0.35,29.69,6.19,-21.94,0.44,-0.84,0.98,-2.53,-4.31,8.24,0.58,-0.25,-0.10,0.77,12
1373505,-2.70,-4.62,8.38,0.15,-0.22,-0.10,29.88,6.56,-23.75,-0.25,-0.29,0.11,-2.45,-4.33,8.27,0.58,-0.25,-0.11,0.77,12
1373545,-2.09,-4.35,8.72,-0.44,-0.52,-0.17,28.31,6.12,-22.50,0.19,0.06,0.45,-2.28,-4.41,8.27,0.58,-0.24,-0.11,0.77,12
1373585,-1.52,-6.04,10.29,0.24,-0.44,-0.09,24.19,4.56,-21.81,0.34,-2.34,2.64,-2.09,-4.46,8.30,0.58,-0.24,-0.12,0.77,12
1373625,-2.66,-5.08,10.14,0.51,-0.26,-0.23,25.00,3.62,-18.75,0.45,-1.73,1.87,-1.97,-4.30,8.42,0.58,-0.23,-0.12,0.77,12
1373665,-2.66,-5.16,10.18,0.62,-0.62,0.22,23.38,1.12,-18.81,-0.85,-1.06,1.60,-1.81,-4.09,8.58,0.59,-0.21,-0.12,0.77,12
1373706,-2.16,-4.43,9.14,0.66,-0.62,0.68,21.31,0.94,-18.00,-0.48,-0.59,0.41,-1.68,-3.84,8.73,0.58,-0.20,-0.11,0.78,12
1373747,-1.67,-2.29,7.11,0.20,-0.97,-0.05,20.81,-1.50,-16.44,-0.21,1.20,-0.97,-1.42,-3.71,8.85,0.57,-0.18,-0.11,0.79,12
1373786,-1.82,-3.55,6.92,-0.35,-1.92,-0.23,16.94,-0.94,-15.88,-0.89,1.51,-1.80,-0.77,-3.80,8.91,0.57,-0.16,-0.13,0.79,12
1373826,-1.71,-5.81,8.49,-0.38,-2.23,-0.26,12.56,-0.62,-18.62,-1.73,-1.85,-0.38,0.02,-3.96,8.87,0.57,-0.13,-0.16,0.79,12
1373866,0.75,-4.58,9.14,0.78,-1.56,0.53,14.38,-1.38,-17.69,0.20,-0.80,0.20,0.55,-3.78,8.94,0.56,-0.10,-0.18,0.80,12
1373907,2.16,-3.74,8.91,0.63,-1.13,0.20,10.88,-3.19,-16.50,1.20,-0.20,-0.40,0.96,-3.54,9.01,0.55,-0.07,-0.18,0.81,12
1373946,1.74,-3.16,8.99,0.38,-0.57,-0.07,10.94,-2.88,-16.19,0.97,-0.36,-0.13,1.20,-3.38,9.04,0.55,-0.05,-0.18,0.81,12
1373986,1.97,-2.82,9.33,0.53,-0.78,-0.26,8.56,-3.38,-16.81,0.47,0.39,0.27,1.50,-3.21,9.06,0.55,-0.03,-0.18,0.82,12
1374026,2.12,-2.52,9.10,0.81,-0.62,-0.49,8.75,-5.06,-17.00,0.32,0.40,0.00,1.80,-2.91,9.10,0.55,-0.01,-0.18,0.81,12
1374068,0.71,-1.48,6.91,1.03,-0.35,-0.78,9.31,-7.50,-14.69,-0.47,0.87,-0.63,2.02,-2.50,9.20,0.56,0.01,-0.17,0.81,12
1374106,0.90,-1.75,5.89,0.57,-0.66,-0.55,7.19,-6.75,-14.62,-1.58,0.71,-2.29,2.29,-2.19,9.21,0.57,0.03,-0.16,0.80,12
1374146,1.93,-1.79,5.70,0.12,-0.36,0.11,7.31,-6.12,-14.62,-0.54,0.31,-3.48,2.47,-2.09,9.18,0.57,0.04,-0.16,0.80,12
1374186,2.39,-2.05,6.15,-0.69,0.03,0.63,7.25,-6.44,-14.62,-0.03,0.27,-2.97,2.42,-2.32,9.12,0.57,0.04,-0.17,0.81,12
1374228,3.01,-4.05,9.14,-1.25,0.23,0.85,6.56,-3.56,-15.62,0.39,-0.48,-1.67,2.27,-2.80,9.01,0.56,0.02,-0.18,0.81,12
1374266,3.04,-3.89,11.05,-0.95,0.52,0.48,7.50,-3.50,-15.50,0.97,-0.80,0.23,2.04,-3.24,8.91,0.54,0.00,-0.20,0.81,12
1374306,2.16,-3.62,11.28,-0.53,0.61,-0.28,8.50,-2.81,-15.44,0.35,-0.16,2.42,1.81,-3.46,8.87,0.55,-0.02,-0.20,0.81,12
1374346,1.05,-4.05,11.25,0.02,-0.08,-0.19,7.44,-2.88,-16.25,-0.78,-0.55,2.41,1.83,-3.49,8.84,0.55,-0.02,-0.21,0.81,12
1374388,1.47,-3.13,9.56,0.74,-0.02,0.12,9.56,-4.50,-15.56,-0.53,-0.54,1.91,1.85,-3.28,8.91,0.55,-0.02,-0.20,0.81,12
1374426,1.36,-2.44,8.50,0.71,0.08,0.11,8.38,-4.62,-14.94,-0.33,-0.11,0.55,1.80,-3.02,9.02,0.55,-0.01,-0.19,0.81,12
1374466,1.24,-1.90,7.95,0.25,-0.24,-0.09,8.69,-5.19,-14.88,-0.61,0.98,-1.10,1.85,-2.88,9.05,0.55,-0.00,-0.18,0.82,12
1374506,1.62,-2.09,8.26,-0.06,-0.31,-0.01,8.31,-4.31,-15.38,-0.36,0.79,-0.76,1.98,-2.88,9.02,0.55,0.00,-0.18,0.82,12
1374546,2.16,-2.29,8.61,-0.21,-0.12,-0.03,6.75,-5.31,-15.88,0.12,0.66,-0.39,2.04,-2.95,8.99,0.55,0.00,-0.19,0.81,12
1374586,2.24,-3.01,8.95,-0.13,-0.10,0.02,7.00,-4.44,-14.75,0.09,0.25,-0.02,2.08,-2.99,8.97,0.55,0.00,-0.19,0.81,12
1374626,2.24,-3.20,9.03,-0.16,-0.03,0.04,7.75,-5.25,-15.38,0.14,-0.16,0.09,2.09,-3.05,8.94,0.55,0.00,-0.19,0.81,12
1374666,2.16,-3.43,9.26,-0.09,-0.03,0.09,7.44,-2.88,-16.25,0.06,-0.33,0.34,2.10,-3.10,8.91,0.55,0.00,-0.20,0.81,12
1374707,2.28,-3.43,9.33,0.08,-0.01,0.08,7.50,-3.50,-15.50,0.19,-0.35,0.41,2.09,-3.09,8.92,0.55,0.00,-0.20,0.82,12
1374747,2.28,-3.20,8.99,0.06,-0.01,0.04,5.94,-4.44,-15.62,0.23,-0.29,0.17,2.09,-3.07,8.93,0.54,0.00,-0.20,0.82,12
1374787,2.39,-2.97,8.91,0.11,-0.03,0.04,5.88,-2.94,-17.19,0.30,0.07,-0.03,2.09,-3.04,8.94,0.54,0.00,-0.19,0.82,12
1374827,2.51,-2.86,8.72,0.09,0.08,0.04,7.75,-3.75,-16.56,0.44,0.14,-0.23,2.07,-3.00,8.95,0.54,0.00,-0.19,0.82,12
1374867,2.36,-2.82,8.53,-0.06,0.11,0.02,7.69,-4.06,-16.56,0.33,0.20,-0.43,2.02,-3.02,8.96,0.54,0.00,-0.19,0.82,12
1374907,2.01,-2.90,9.07,-0.08,0.12,-0.02,8.50,-3.44,-15.00,0.21,0.14,-0.12,1.99,-3.04,8.95,0.54,-0.00,-0.19,0.82,12
1374947,1.70,-3.09,9.07,-0.07,0.07,-0.04,7.75,-4.94,-15.38,-0.27,-0.03,0.12,1.97,-3.06,8.95,0.54,-0.00,-0.19,0.82,12
1374987,1.51,-3.20,9.14,-0.07,0.03,0.04,7.94,-3.44,-15.44,-0.44,-0.11,0.20,1.95,-3.09,8.95,0.54,-0.00,-0.19,0.82,12
1375027,1.62,-3.28,9.29,0.03,0.04,0.12,7.31,-4.94,-15.44,-0.30,-0.18,0.35,1.93,-3.10,8.95,0.54,-0.01,-0.19,0.82,12
1375067,1.86,-3.24,9.18,0.08,0.05,0.17,7.00,-4.12,-15.12,-0.11,-0.23,0.30,1.89,-3.09,8.96,0.54,-0.01,-0.19,0.82,12
1375107,2.05,-3.28,9.11,0.10,0.02,0.13,8.69,-4.25,-15.31,0.18,-0.22,0.12,1.87,-3.06,8.98,0.54,-0.01,-0.19,0.82,12
1375147,2.12,-3.24,8.95,0.08,-0.03,-0.02,7.69,-4.31,-16.50,0.26,-0.20,-0.04,1.87,-3.04,8.98,0.54,-0.01,-0.19,0.82,12
1375187,2.09,-3.05,8.84,0.02,-0.01,-0.04,7.19,-4.31,-16.56,0.20,-0.04,-0.15,1.88,-3.02,8.98,0.54,-0.00,-0.19,0.82,12
1375227,1.82,-2.90,9.07,-0.02,0.05,-0.02,8.50,-4.31,-14.25,0.11,0.09,-0.07,1.87,-3.02,8.98,0.54,-0.00,-0.19,0.82,12
1375267,1.82,-2.94,9.06,0.05,-0.02,0.00,8.75,-4.00,-15.31,-0.05,0.07,0.07,1.87,-3.01,8.99,0.54,-0.00,-0.19,0.82,12
1375307,1.86,-2.78,8.88,0.00,0.04,0.02,7.88,-3.75,-15.81,-0.00,0.23,-0.12,1.86,-3.01,8.99,0.54,-0.00,-0.19,0.82,12
1375348,1.66,-2.82,8.91,-0.11,0.03,0.04,8.25,-4.56,-15.69,-0.18,0.22,-0.07,1.84,-3.04,8.98,0.54,-0.01,-0.19,0.82,12
1375387,1.78,-3.20,9.29,-0.03,-0.05,0.04,8.50,-3.44,-15.00,-0.18,0.01,0.20,1.84,-3.06,8.98,0.54,-0.01,-0.19,0.82,12
1375427,1.97,-3.16,9.07,0.09,0.01,0.13,7.88,-2.81,-16.19,0.13,-0.12,0.07,1.84,-3.05,8.99,0.54,-0.01,-0.19,0.82,12
1375467,1.93,-3.16,8.88,0.01,0.06,0.12,9.62,-4.19,-15.19,0.13,-0.12,-0.12,1.80,-3.05,9.00,0.53,-0.01,-0.19,0.82,12
1375507,1.97,-3.24,8.98,-0.02,-0.02,-0.01,8.25,-3.69,-16.06,0.18,-0.19,-0.01,1.80,-3.05,9.00,0.53,-0.01,-0.19,0.83,12
1375547,1.89,-2.86,8.88,0.14,-0.06,-0.01,9.19,-4.56,-14.81,0.11,-0.25,0.10,1.82,-3.03,9.00,0.53,-0.01,-0.19,0.83,12
1375587,2.05,-3.09,9.10,-0.13,0.10,0.02,10.12,-4.44,-14.69,0.25,-0.04,0.10,1.80,-3.05,9.00,0.53,-0.01,-0.19,0.83,12
1375627,1.78,-3.05,9.37,0.02,-0.01,-0.09,8.25,-4.00,-16.06,0.00,0.00,0.37,1.78,-3.05,9.00,0.53,-0.01,-0.19,0.83,12
1375667,1.40,-3.01,8.95,0.09,-0.20,-0.06,8.25,-4.00,-16.06,-0.43,0.01,-0.06,1.83,-3.02,9.01,0.53,-0.01,-0.19,0.82,12
1375708,2.12,-3.05,8.99,-0.11,0.15,0.20,6.94,-4.69,-15.12,-0.17,0.18,-0.39,1.80,-3.04,9.00,0.53,-0.01,-0.19,0.83,12
1375748,1.74,-3.36,9.48,-0.06,0.09,0.05,7.56,-3.50,-15.06,0.02,-0.27,0.48,1.73,-3.09,9.00,0.53,-0.01,-0.19,0.83,12
1375789,1.70,-3.24,9.33,0.09,-0.18,-0.10,6.81,-3.81,-16.69,-0.07,-0.18,0.33,1.77,-3.06,9.00,0.53,-0.01,-0.19,0.83,12
1375828,1.70,-3.20,8.95,0.04,0.03,0.06,6.81,-3.81,-16.69,-0.08,-0.16,-0.06,1.78,-3.04,9.01,0.53,-0.01,-0.19,0.83,12
